CDTJune/21/2021 12:39:51:223,location:29.585495 -98.619713
 CDTJune/22/2021 14:31:37:196,resultant_acc:0.998
 CDTJune/22/2021 14:31:37:299,resultant_acc:1.0
 CDTJune/22/2021 14:31:38:464,resultant_acc:0.999
 CDTJune/22/2021 14:31:38:486,resultant_acc:0.999
 CDTJune/22/2021 14:31:38:614,resultant_acc:0.998
 CDTJune/22/2021 14:31:38:718,resultant_acc:1.001
 CDTJune/22/2021 14:31:38:795,resultant_acc:1.0
 CDTJune/22/2021 14:32:08:598,xyz_acc:0.031 -0.546 -0.808
 CDTJune/22/2021 14:32:08:617,xyz_acc:0.104 -0.38 -1.062
 CDTJune/22/2021 14:32:08:622,xyz_acc:0.095 -0.442 -0.911
 CDTJune/22/2021 14:32:08:645,xyz_acc:0.011 -0.459 -0.899
 CDTJune/22/2021 14:32:08:648,xyz_acc:-0.051 -0.552 -0.804
 CDTJune/22/2021 14:32:08:829,xyz_acc:0.007 -0.436 -0.907
 CDTJune/22/2021 14:32:08:840,xyz_acc:0.043 -0.448 -0.868
 CDTJune/22/2021 14:32:08:845,xyz_acc:0.005 -0.396 -0.919
 CDTJune/22/2021 14:32:08:847,xyz_acc:-0.008 -0.387 -0.917
 CDTJune/22/2021 14:32:08:906,xyz_acc:-0.024 -0.361 -0.935
 CDTJune/22/2021 14:32:08:908,xyz_acc:-0.009 -0.372 -0.93
 CDTJune/22/2021 14:32:08:914,xyz_acc:-0.006 -0.353 -0.931
 CDTJune/22/2021 14:32:08:920,xyz_acc:-0.07 -0.205 -0.989
 CDTJune/22/2021 14:32:08:929,xyz_acc:-0.033 -0.354 -0.938
 CDTJune/22/2021 14:32:08:60,xyz_acc:-0.025 -0.252 -0.964
 CDTJune/22/2021 14:32:08:63,xyz_acc:-0.026 -0.327 -0.952
 CDTJune/22/2021 14:32:08:78,xyz_acc:-0.008 -0.297 -0.944
 CDTJune/22/2021 14:32:08:99,xyz_acc:-0.076 -0.382 -0.928
 CDTJune/22/2021 14:32:08:116,xyz_acc:-0.02 -0.351 -0.937
 CDTJune/22/2021 14:32:08:130,xyz_acc:0.003 -0.329 -0.958
 CDTJune/22/2021 14:32:08:139,xyz_acc:0.002 -0.341 -0.937
 CDTJune/22/2021 14:32:08:288,xyz_acc:0.001 -0.345 -0.935
 CDTJune/22/2021 14:32:09:370,xyz_acc:0.001 -0.337 -0.937
 CDTJune/22/2021 14:32:09:471,xyz_acc:-0.001 -0.374 -0.929
 CDTJune/22/2021 14:32:09:569,xyz_acc:-0.008 -0.325 -0.941
 CDTJune/22/2021 14:32:09:694,xyz_acc:-0.013 -0.369 -0.934
 CDTJune/22/2021 14:32:09:753,xyz_acc:0.014 -0.426 -0.912
 CDTJune/22/2021 14:32:09:905,xyz_acc:0.002 -0.361 -0.935
 CDTJune/22/2021 14:32:09:944,xyz_acc:-0.007 -0.355 -0.931
 CDTJune/22/2021 14:32:09:96,xyz_acc:-0.003 -0.366 -0.93
 CDTJune/22/2021 14:32:09:176,xyz_acc:0.047 -0.304 -0.932
 CDTJune/22/2021 14:32:09:275,xyz_acc:0.003 -0.338 -0.937
 CDTJune/22/2021 14:32:10:351,xyz_acc:-0.003 -0.359 -0.93
 CDTJune/22/2021 14:32:32:521,xyz_acc:0.027 -0.263 -0.97
 CDTJune/22/2021 14:32:32:615,xyz_acc:0.019 -0.256 -0.965
 CDTJune/22/2021 14:32:32:719,xyz_acc:0.026 -0.251 -0.967
 CDTJune/22/2021 14:32:32:790,xyz_acc:0.031 -0.264 -0.963
 CDTJune/22/2021 14:32:32:953,xyz_acc:0.029 -0.277 -0.962
 CDTJune/22/2021 14:32:32:11,xyz_acc:0.031 -0.263 -0.963
 CDTJune/22/2021 14:32:32:135,xyz_acc:0.03 -0.272 -0.96
 CDTJune/22/2021 14:32:32:245,xyz_acc:0.03 -0.267 -0.961
 CDTJune/22/2021 14:32:33:349,xyz_acc:0.029 -0.266 -0.964
 CDTJune/22/2021 14:32:33:434,xyz_acc:0.029 -0.271 -0.962
 CDTJune/22/2021 14:32:33:552,xyz_acc:0.029 -0.279 -0.957
 CDTJune/22/2021 14:32:33:607,xyz_acc:0.027 -0.275 -0.962
 CDTJune/22/2021 14:32:33:682,xyz_acc:0.027 -0.26 -0.96
 CDTJune/22/2021 14:32:33:881,xyz_acc:0.028 -0.271 -0.962
 CDTJune/22/2021 14:32:33:894,xyz_acc:0.03 -0.28 -0.959
 CDTJune/22/2021 14:32:33:0,xyz_acc:0.028 -0.272 -0.962
 CDTJune/22/2021 14:32:33:190,xyz_acc:0.027 -0.265 -0.962
 CDTJune/22/2021 14:33:42:797,xyz_acc:-0.022 -0.234 -0.97
 CDTJune/22/2021 14:33:42:811,xyz_acc:-0.025 -0.302 -0.949
 CDTJune/22/2021 14:33:42:826,xyz_acc:-0.018 -0.269 -0.964
 CDTJune/22/2021 14:33:42:873,xyz_acc:-0.018 -0.286 -0.957
 CDTJune/22/2021 14:33:42:990,xyz_acc:-0.007 -0.271 -0.962
 CDTJune/22/2021 14:33:42:1,xyz_acc:-0.008 -0.284 -0.957
 CDTJune/22/2021 14:33:42:43,xyz_acc:0.011 -0.346 -0.932
 CDTJune/22/2021 14:33:42:46,xyz_acc:-0.072 -0.111 -1.012
 CDTJune/22/2021 14:33:42:69,xyz_acc:-0.011 -0.291 -0.953
 CDTJune/22/2021 14:33:42:71,xyz_acc:-0.018 -0.268 -0.96
 CDTJune/22/2021 14:33:42:166,xyz_acc:-0.024 -0.248 -0.969
 CDTJune/22/2021 14:33:42:169,xyz_acc:-0.027 -0.24 -0.974
 CDTJune/22/2021 14:33:42:204,xyz_acc:-0.032 -0.249 -0.964
 CDTJune/22/2021 14:33:42:233,xyz_acc:-0.026 -0.226 -0.976
 CDTJune/22/2021 14:33:42:237,xyz_acc:-0.02 -0.245 -0.965
 CDTJune/22/2021 14:33:43:383,xyz_acc:-0.02 -0.257 -0.965
 CDTJune/22/2021 14:33:43:388,xyz_acc:-0.029 -0.235 -0.971
 CDTJune/22/2021 14:33:43:568,xyz_acc:-0.027 -0.249 -0.964
 CDTJune/22/2021 14:33:43:574,xyz_acc:-0.023 -0.244 -0.969
 CDTJune/22/2021 14:33:43:576,xyz_acc:-0.022 -0.239 -0.97
 CDTJune/22/2021 14:33:43:627,xyz_acc:-0.024 -0.251 -0.967
 CDTJune/22/2021 14:33:43:630,xyz_acc:-0.019 -0.24 -0.968
 CDTJune/22/2021 14:33:43:725,xyz_acc:-0.019 -0.26 -0.964
 CDTJune/22/2021 14:33:43:816,xyz_acc:-0.027 -0.26 -0.962
 CDTJune/22/2021 14:33:43:873,xyz_acc:-0.025 -0.258 -0.964
 CDTJune/22/2021 14:33:43:998,xyz_acc:-0.024 -0.254 -0.967
 CDTJune/22/2021 14:33:43:84,xyz_acc:-0.028 -0.243 -0.965
 CDTJune/22/2021 14:33:43:228,xyz_acc:-0.025 -0.255 -0.965
 CDTJune/22/2021 14:33:44:349,xyz_acc:-0.024 -0.249 -0.967
 CDTJune/22/2021 14:33:44:413,xyz_acc:-0.022 -0.255 -0.965
 CDTJune/22/2021 14:33:44:604,xyz_acc:-0.025 -0.249 -0.971
 CDTJune/22/2021 14:33:44:660,xyz_acc:-0.029 -0.241 -0.965
 CDTJune/22/2021 14:33:44:776,xyz_acc:-0.032 -0.259 -0.964
 CDTJune/22/2021 14:33:44:844,xyz_acc:-0.029 -0.24 -0.97
 CDTJune/22/2021 14:33:44:918,xyz_acc:-0.027 -0.241 -0.968
 CDTJune/22/2021 14:33:44:94,xyz_acc:-0.027 -0.24 -0.967
 CDTJune/22/2021 14:33:44:135,xyz_acc:-0.04 -0.275 -0.956
 CDTJune/22/2021 14:33:44:207,xyz_acc:-0.018 -0.265 -0.964
 CDTJune/22/2021 14:33:44:280,xyz_acc:-0.024 -0.245 -0.954
 CDTJune/22/2021 14:33:45:392,xyz_acc:-0.019 -0.27 -0.959
 CDTJune/22/2021 14:33:45:475,xyz_acc:-0.021 -0.247 -0.965
 CDTJune/22/2021 15:10:26:6,heart_rate:70.0
 CDTJune/22/2021 15:10:37:194,heart_rate:67.0
 CDTJune/22/2021 15:10:37:208,heart_rate:67.0
 CDTJune/22/2021 15:11:18:946,location:29.585587 -98.619564
 CDTJune/22/2021 15:11:18:241,sleep:0.0
 CDTJune/22/2021 15:11:28:35,blood_o2:96.0
 CDTJune/22/2021 15:11:28:39,noise:52
 CDTJune/22/2021 15:11:28:42,heart_rate:75.0
 CDTJune/22/2021 15:11:28:53,heart_rate:83.0
 CDTJune/22/2021 15:11:28:74,heart_rate:83.0
 CDTJune/22/2021 15:11:31:897,heart_rate:83.0
 CDTJune/22/2021 15:11:36:968,heart_rate:74.0
 CDTJune/22/2021 15:11:42:520,location:29.585587 -98.619564
 CDTJune/22/2021 15:11:42:785,sleep:0.0
 CDTJune/22/2021 15:11:42:845,noise:52
 CDTJune/22/2021 15:11:42:894,blood_o2:96.0
 CDTJune/22/2021 15:11:42:897,heart_rate:71.0
 CDTJune/22/2021 15:11:42:215,heart_rate:71.0
 CDTJune/22/2021 15:11:46:895,heart_rate:72.0
 CDTJune/22/2021 15:11:51:866,heart_rate:71.0
 CDTJune/22/2021 15:15:43:42,location:29.585526 -98.619543
 CDTJune/22/2021 15:15:44:536,sleep:0.0
 CDTJune/22/2021 15:15:54:409,blood_o2:96.0
 CDTJune/22/2021 15:15:54:412,noise:52
 CDTJune/22/2021 15:15:54:415,heart_rate:71.0
 CDTJune/22/2021 15:15:54:424,heart_rate:70.0
 CDTJune/22/2021 15:15:54:459,heart_rate:74.0
 CDTJune/22/2021 15:15:58:639,heart_rate:74.0
 CDTJune/22/2021 15:16:03:792,heart_rate:70.0
 CDTJune/22/2021 15:16:08:478,location:29.585526 -98.619543
 CDTJune/22/2021 15:16:08:798,sleep:0.0
 CDTJune/22/2021 15:16:08:832,blood_o2:96.0
 CDTJune/22/2021 15:16:08:835,noise:52
 CDTJune/22/2021 15:16:08:54,heart_rate:70.0
